  9.7535233481322559e-001	 -3.6161048403642493e-001	 -1.0266482749284646e-001	 -8.0999645672146271e-003	  1.5519479908266816e+000	  7.0282974969532275e-001	  1.0059650471788535e+000	 -6.1398325135547305e-001	 -5.9478966593253513e-001	  1.5455665970950543e-002	  1.3520634888555108e+000	 -1.2727024626518685e-001	 -1.7314012744000926e+000	  8.2926549457899845e-001	 -6.3738116855443350e-001	 -2.8979083072093592e-001	  2.9080286714599701e-001	  1.7218007226790852e+000	 -1.0440560480487246e-001	 -1.2674002846906294e+000	  1.6635120566316217e-001	  3.4233494121371755e-001	  8.7620782412112475e-001	 -5.7261782692675267e-001	 -3.7994619054122808e-001	  1.7884397483289103e+000	 -1.1634649908546859e+000	 -1.3830175489525449e+000	 -1.3003434962801508e+000	  9.5953072691179075e-001	  1.0612389643916334e-001	 -7.9618381201600208e-001	  8.5113301224113935e-001	  1.1923475758085982e+000	  9.7024552845492595e-001	  6.9558314412296596e-002	 -3.8711557808061764e-001	 -1.4671760701226480e-001	  2.6068377778997909e-001	  1.1492912923102074e+000	
  1.5871708041296544e+000	 -1.1954197083510054e-001	 -6.4701476295234567e-003	 -3.7554338265232703e-002	  1.6546647626454365e+000	  9.5941987654539229e-001	  1.1976834087707526e+000	 -1.0742865470866536e+000	 -5.8524115188983750e-001	 -5.4290197570753940e-001	  1.4626543258612641e+000	  3.4698793137850903e-001	 -1.3533183681081358e+000	  1.1073550304690827e+000	  2.8874587767170556e-001	 -1.6941627898198067e-001	  2.4078102118870071e-001	  1.5825885949818934e+000	  6.6375358955428654e-001	 -1.0940710157481237e+000	  6.2803792406634351e-001	  4.4215086211138788e-002	  1.2946832993881627e+000	 -4.8714271868001918e-001	 -4.4892681069026236e-001	  1.3854968800260403e+000	 -1.0009809798866978e+000	 -1.3999104112994392e+000	 -7.7696393706497324e-001	  8.5487973474308554e-001	 -5.7020997715663524e-001	 -1.0304166102565795e+000	  5.8628338570615801e-001	  5.3451990596038590e-001	  4.9732657335282604e-001	 -1.1857875696786446e+000	  9.3604182140584746e-003	  1.8878569756167690e-001	  5.7187315903506242e-001	  1.1291717986355929e+000	
 -1.3324460086941112e+000	  3.7116906137270056e-001	 -1.2722290894832518e+000	  1.3017815694397139e+000	 -8.4022002208504676e-001	  9.9476949947989268e-001	 -3.2752816170769844e-001	 -8.6968307201486639e-001	  1.1382193731468524e+000	 -7.3384066297066064e-001	 -7.4822452608229317e-001	 -3.2246936193524596e-002	 -2.6671637933136334e+000	  1.2516911028587294e+000	  1.7787981995862656e-001	  4.9430687428361580e-001	  5.8202962617519771e-001	  3.6157542498777634e-001	  6.0748718726428785e-001	 -7.7134309330219875e-001	 -1.3037180913071569e+000	  3.2476520992690128e-001	  2.2114296193421210e+000	 -1.1434323510596791e+000	 -2.5702805868201939e-001	 -7.1296901357299758e-001	  3.2605811198768136e-001	  1.5167147264774210e+000	 -3.0772960772557095e-001	  1.6103002001815474e+000	  2.0226369042586545e-001	 -1.3758436121398798e+000	 -1.2694467219685253e+000	  2.2217235299157037e+000	 -7.9239557455228382e-001	  9.7923300926905910e-001	 -1.4432556995276442e+000	  7.7686717361065705e-001	  1.1672450284474758e+000	 -4.2230935838690131e-001	
 -4.1049268438320591e-001	 -7.8179217914830490e-001	 -7.3411864853585007e-001	  8.8922539968455372e-001	 -3.7225034313045513e-001	  8.0367411268405031e-001	 -1.1252402452240982e+000	 -1.2554472818512252e+000	  1.2852961151520343e+000	 -1.4017658706889047e+000	  8.0423757279864116e-002	  6.9515557472812994e-001	 -6.6671585179874060e-001	  4.4608196506697517e-001	  1.1181043077724266e+000	  8.8090483982539070e-001	  8.5367395437804294e-001	 -2.4663145416878618e-001	  2.5602182756595859e-001	 -9.0213030244772630e-001	 -6.4991033186264735e-001	  5.8494603892098007e-001	  9.0665480774072327e-001	 -6.6754796389473159e-001	  4.4292919347622361e-001	 -4.5480909833057348e-001	  2.4905227023715010e-001	  1.3013188502164288e+000	 -7.0822944638638874e-001	  2.2473209122332349e+000	 -4.0245065507227495e-001	 -8.3174321027552955e-001	  6.7674164165275341e-001	  6.7102518815916345e-001	 -8.9537573049955654e-001	  4.1281384795687154e-001	 -1.3056647075233854e+000	  1.8065241598183150e+000	  9.4642946300168629e-001	  1.7820963995396044e-001	
 -4.4556323976463502e-001	 -9.2367038727483830e-001	 -1.8804577698461566e+000	  1.0229037440111708e+000	 -6.2979964398893773e-001	  7.4746726610804459e-001	 -1.0458109406037399e+000	 -1.1035545781087901e+000	  5.6465406918224981e-001	 -8.9859414356127920e-001	 -9.7505462309121560e-001	 -4.9526863867253523e-002	 -1.7827296887028181e+000	  1.5105436732261475e+000	  2.8175799748061836e-001	  9.3520337197805237e-001	  2.7907947417947543e-001	  2.2600377504405214e-001	  1.8637653788793818e-001	 -6.0600910294865418e-001	 -1.5857882268948862e+000	  3.5629469745309694e-001	  1.0750105170881115e+000	 -1.7400878902624310e+000	 -3.6781359329730401e-001	 -5.0581976004221463e-001	  2.1823151487644510e-001	  1.3047454422714084e+000	  6.7526328762245469e-001	  2.0428741951654046e+000	 -1.8986745121627713e-001	 -2.2419823292105368e+000	 -7.7049999964823745e-001	  1.4906170624939152e+000	 -2.1456479559680677e+000	  8.7189413002137206e-001	 -1.3796391239588770e+000	 -2.6484587650317160e-001	  1.9193562928438165e-001	  3.2606187736210757e-001	
 -6.4729438596269628e-001	  8.5357620873633000e-001	 -2.4848046188868134e+000	  1.6089487744327364e+000	 -5.0965896515360409e-001	  8.2468833078684012e-001	 -8.7528877537708427e-001	 -1.9966970838131526e+000	  1.2435782071119283e+000	 -1.0563277718843369e+000	 -1.9151228075036664e-002	 -1.5012931717482159e-001	 -8.8432437768917938e-001	 -1.9806739048962974e-001	  1.4179674086936689e+000	  1.1226974680283435e+000	  1.0747246684647369e+000	  2.9081013132828848e-001	  8.2961348403355950e-002	 -6.0661880928431866e-001	 -2.0403414971365201e+000	 -3.6430518068852258e-001	  6.0728397091445552e-001	 -1.0525309930076077e+000	 -5.4242725629178146e-002	 -2.7525371645035213e-003	 -2.0036279868376777e-002	  3.2840549865275626e-001	 -2.6860926687174341e-001	  1.9962591790941817e+000	 -9.3342475385566914e-001	 -1.6713887279471282e+000	  9.9014195813395645e-001	  1.2398092918404044e+000	 -6.3099170634162260e-001	 -2.0579725521821957e-001	 -1.4949297088497546e+000	  2.5362716773228877e-002	  9.4851216236082747e-001	  6.3816931619923722e-001	
 -6.4610274654228639e-001	 -6.6830210952118063e-001	  9.7640991350662687e-001	  6.7029466377996816e-001	  1.0254854084018077e+000	 -1.9838354788973243e+000	 -1.1871142320994443e+000	  7.2039308228812216e-001	  8.7967890236617896e-001	  1.2638612211440201e+000	 -1.6807935111087620e+000	  6.5591878791652458e-001	  8.4991942125017927e-001	 -4.8085180620456314e-001	  8.2899673821472231e-001	  6.6895946039885668e-001	  1.4196677211854383e+000	 -7.3824974392800047e-001	 -1.3736360325504398e+000	 -2.4883396909429240e-001	  8.7744977288733028e-001	 -2.0380563599066712e+000	 -1.3848090749277012e-002	 -2.3753459825881354e-001	 -5.2618769754229155e-001	 -1.0482706659760350e+000	 -6.3811922291233114e-001	  1.4198534435526589e+000	 -1.0936902186448885e+000	  1.5385297105488478e+000	  4.6534220495189810e-001	  1.0964169987757812e+000	 -8.7114571108099093e-001	 -1.0989912025572650e+000	 -5.2058281896477521e-001	  3.0604611312583713e-001	 -6.9383797309969797e-001	 -4.0862360582218393e-001	  3.6012306476695960e-001	  1.2612212009525489e-002	
 -8.6455024722919016e-001	 -7.2983411781637253e-002	  4.6414980955333757e-001	  1.2773531459368342e-001	  8.1056705014235797e-001	 -1.8805719277078219e+000	 -2.5969317919961837e-001	 -1.1062762809370486e+000	  1.3249364497754101e-001	  6.7207062705731468e-001	 -9.8314718475199681e-001	  1.0634855551632034e+000	  4.1230631445112964e-001	  7.1932301870887283e-001	  1.8258002983783987e+000	 -7.0695792852793593e-001	  1.2362650142144993e+000	  1.1038220123271936e-002	 -7.1677313301892831e-001	  5.9561568587778346e-001	  1.8514965760933253e+000	 -1.6150932815111791e+000	  3.0365837269025286e-001	  1.5483014265489511e-001	 -9.9731238928908739e-001	 -1.0092087494980173e-001	 -8.5267905834678914e-001	  5.0138329887345989e-001	  9.0726478471384608e-001	 -4.9444910658478414e-001	 -7.6898434820710837e-001	  2.8189931667018053e-001	  1.0324615148671579e-001	 -2.2542478767119216e+000	 -3.2649087852051234e-001	 -7.1954932039227182e-001	 -3.0034529920682618e-001	 -1.0244429102078545e+000	  4.8180848548734256e-001	  1.2583560699063487e+000	
  4.2252226002925386e-003	  5.2895291665892052e-001	  5.8774815356567411e-001	 -6.1204618059460281e-001	  7.7419634795163794e-001	 -1.4803689154890659e-001	  1.0594798480912890e-001	 -6.0495217102553867e-001	  2.9461449853833860e-001	  1.8217096364089960e+000	  1.0093440090274529e-001	  3.9743479231841028e-001	 -1.0914324056674266e-001	 -1.6156225996937956e-001	  3.5567380178491409e-001	 -8.2004641477588980e-001	  6.2158016861424636e-002	 -8.7120083893900169e-001	 -2.5305150645080737e-001	  5.1402552511386901e-001	 -2.6628328653602246e-001	 -4.7100782001406294e-001	  1.6650467901301788e-001	  1.6209106119897272e+000	 -6.8407765633675188e-001	 -5.7228864449048256e-001	 -2.1080426801469404e-002	  2.0075655618090642e+000	 -9.5434379261783442e-001	  8.1556054569127323e-001	 -7.7514512247479050e-001	  3.9041144650978238e-001	  6.1994872787443511e-001	 -2.7276760818968793e-002	  1.2057575061379064e-001	 -1.3107402853634416e+000	 -1.2621254639954147e+000	 -5.6808554563232405e-001	 -2.1499845002122342e-001	  1.7810207538395251e-001	
  2.8467298980977879e-001	 -1.3948278461046990e-001	 -7.6022957859870655e-001	  1.1873316484757626e+000	  5.6396399597636426e-001	  1.4621462601831392e+000	  4.3872056905821188e-002	 -7.7581404442850610e-001	  8.3113318606918285e-001	 -1.3503636703250961e+000	  5.6651877329774991e-001	  2.6694130361985074e-001	  1.8802610691141719e-001	 -1.5836628268906154e+000	 -1.0820694668691833e+000	  1.6515975044113183e+000	 -6.6940346703264286e-001	 -1.0004216285003376e+000	 -1.7821835152373890e+000	  4.9630026763945589e-001	  7.7054659690268845e-001	  9.2049858313766397e-001	 -9.0317549259593599e-001	  3.9524982099396644e-001	  7.5363026190421345e-001	  5.4395351687444171e-001	  8.6123428301857219e-001	  7.3476781865850849e-001	 -3.0926557836815916e-001	 -1.0172937069659516e-001	 -7.8188214912440479e-001	 -1.3899606788453516e+000	  1.8617910979865254e-001	 -6.2722969911125226e-001	 -7.1363183095015503e-001	 -1.1135261343100846e+000	 -7.7542957409014290e-002	  4.4678537348326053e-001	  9.1458074001407652e-001	  2.8932402294600573e-001	
