  1.4193101506425494e+000	  2.9158437398418252e-001	  1.9781105346436073e-001	  1.5876990899740593e+000	 -8.0446595634954710e-001	  6.9662441584960733e-001	  8.3508816507268191e-001	 -2.4371514037795219e-001	  2.1567008640374441e-001	 -1.1658439314820488e+000	 -1.1479527788985942e+000	  1.0487471601649398e-001	  7.2225403222500162e-001	  2.5854912526162415e+000	 -6.6689067070138552e-001	  1.8733102457893980e-001	 -8.2494425370955402e-002	 -1.9330229178509866e+000	 -4.3896615393477334e-001	 -1.7946788414551234e+000	
  9.5696848524181788e-001	  2.4837014814790731e-001	 -2.3970225983825438e-001	  1.6590425709837737e+000	 -1.6675395695817601e+000	 -1.1064836035583829e+000	  8.0085421392357226e-001	 -1.3945734500012126e+000	 -1.5714382176559807e+000	  1.0644771163523330e+000	 -1.3671530208585243e+000	  4.8427211033810469e-001	  1.8424349058955776e+000	  1.0028628799023902e+000	 -2.7878730136160040e-001	  6.5866033120818845e-001	 -4.4654602572504198e-003	 -1.7847906207312556e+000	 -9.3490466941778028e-001	 -1.1154502505298489e+000	
  1.2377120305889169e+000	  4.5698188437291987e-001	  5.8239096322807216e-001	  1.4995902752546137e+000	 -9.1963814030149515e-001	  7.8967682194610478e-001	  1.0796157384039822e+000	 -2.2987624435604703e-002	  2.7727091936548764e-001	 -1.3105065902735338e+000	 -1.0043489366230280e+000	  8.6807175930342512e-002	  1.0362374421426113e+000	  2.2643789192635477e+000	 -6.3468584671744621e-001	  4.8142357612217918e-001	 -1.9535391984324785e-001	 -2.0755007042783196e+000	 -6.5186121685834642e-001	 -1.8582360162960279e+000	
  1.0121923217323694e+000	 -1.0837621676134762e-001	 -2.0636876581506342e-001	  1.4151636406610351e+000	 -1.8164529536826626e+000	 -1.4449843538692226e+000	  6.8677477269582510e-001	  4.7141609893943004e-002	 -1.9528340275666878e-001	  1.5276675912725057e+000	 -1.0492137826842471e+000	 -3.1912244083761698e-002	  1.6063430586042693e+000	  7.5271174542772235e-001	 -6.2602381468757295e-002	  8.5371789395641084e-001	  3.9342930207559232e-002	 -1.9222168909212514e+000	 -1.3088147673729640e+000	 -1.1133010503911118e+000	
  1.2824238132103956e+000	  3.8623449093864715e-001	  2.6099892733014313e-001	  2.1039725836706769e+000	 -2.8985418879750480e+000	 -1.0921860673579245e+000	  4.7646542319816404e-001	 -2.9435791553352209e+000	 -2.5831923459686585e+000	  8.2086944345803936e-001	 -7.3854959904121886e-001	  3.0965504603782412e-001	  2.0421510124490996e+000	  3.1900998280937565e-001	 -1.9216729484962856e+000	  7.3018227888282494e-001	 -7.2883407669462308e-001	 -8.9180923185053096e-001	  3.8645096938730905e-001	 -1.3985139560952757e+000	
  1.2483288852348091e+000	  4.8663080123651953e-001	  6.0609410792531970e-001	  1.4644190124362615e+000	 -9.2046721938677312e-001	  7.9616696501993034e-001	  1.0926148898545167e+000	 -6.1659291955922027e-003	  2.9403318113894900e-001	 -1.2936448254975699e+000	 -1.0121181786454696e+000	  9.6233368409444131e-002	  9.8024112968586108e-001	  2.2353392894856614e+000	 -6.0481071011683796e-001	  4.6500076392890316e-001	 -1.8721236330494215e-001	 -2.0380158530583725e+000	 -6.7395525687278846e-001	 -1.8820792601109866e+000	
  1.3883964106788667e+000	  3.8702538609789144e-001	  2.4832899054773605e-001	  9.6220234672776228e-001	 -1.0461358213374425e+000	  7.1412377714450326e-001	  8.9676343299041306e-001	 -1.1248887294106759e-001	 -9.6971129734990558e-002	 -1.1228642064002814e+000	 -1.7472952329382689e+000	  1.3621391904563118e-001	  1.2648087711241298e+000	  1.9743814409813654e+000	 -6.5419034937320308e-001	  5.8111063315508227e-001	 -4.0533472068517429e-001	 -2.0801618192208178e+000	 -5.1106507045448057e-001	 -2.1784076507219008e+000	
  2.1986142867973615e+000	  6.5508089365089672e-001	  2.7364922624372334e-001	  1.1292265962715526e+000	 -2.4843322508333636e+000	 -2.1099202968984572e+000	  1.8080447526185577e+000	 -2.5028898224966056e+000	 -2.3615242368362588e+000	  4.9140579220079111e-001	 -2.5602439441063134e+000	 -6.9117520291795198e-001	  2.3479514980699765e+000	  2.3383609932926794e+000	 -1.3020442412232422e+000	  9.8945748994684701e-001	 -1.1825079417152904e+000	 -7.8945130438723832e-001	  1.1919330872846055e+000	 -1.6111052357019640e+000	
  7.6276708011655092e-002	  1.4346924041157838e-002	  3.1282195672740798e-001	  1.7262778848429527e-001	 -2.3396579929578003e+000	 -1.0152909659507954e+000	  5.5623364595767533e-001	 -2.1580587505369389e+000	 -1.5515692184111542e+000	  1.6137802491132618e+000	 -1.2019540106647315e+000	  2.6360131370134854e-001	  2.3915178711389666e+000	 -9.2326104488073091e-001	 -2.9457271037498334e+000	  3.0815559266820525e-001	 -6.5206330411245517e-001	  8.7841656092233789e-001	  1.1744971587142818e+000	 -1.8358990640913908e+000	
  1.6953647408723116e+000	  1.2833406290831504e+000	  6.5489542050509675e-001	  1.3248503467391513e+000	 -1.3321952625393501e+000	  1.0803341830411777e+000	  1.1770555528198683e+000	  3.3350061220468830e-001	  2.9184452329289789e-002	 -1.2235275161629287e+000	 -1.2027446448489427e+000	  4.6782795602575400e-001	  8.1959269743607555e-001	  2.2098633518053132e+000	 -7.0618542101434045e-001	  7.5469822912334983e-001	 -6.2341586935037760e-002	 -2.3306928104405094e+000	 -8.5835664810254864e-001	 -2.1868588905059370e+000	
